sucursal,modelo,talla,fecha,hora,cantidad,precio_unitario,descuento_pct,metodo_pago,tipo_cliente,vendedor
CDMX_Madero,084 Campeón,24,2024-08-09,01:34:27,1,717,0,tarjeta_debito,recurrente,Natividad
CDMX_5_de_Mayo,Vaivén,27,2023-12-20,15:21:20,2,1131,0,tarjeta_credito,recurrente,Dalia
CDMX_Zona_Rosa,Ultra,17,2022-02-07,21:40:15,1,1433,30,efectivo,recurrente,Flavio
EdoMex_Zumpango,Ultra,27,2026-03-21,19:48:33,2,1634,15,transferencia,nuevo,Ana María
EdoMex_Tepeyac,084,25,2022-07-25,04:16:31,3,1002,0,efectivo,recurrente,René
CDMX_Centro,Gran Prix,21,2023-02-17,18:08:39,2,1310,0,tarjeta_debito,vip,Clara
CDMX_Satelite,Panam Alfa,26,2023-12-21,00:24:50,2,1969,5,efectivo,nuevo,Adalberto
CDMX_Centro,Ultra,22,2022-10-12,23:30:12,3,1514,0,efectivo,nuevo,Irma
CDMX_Regina,Perestroika,16,2021-05-12,16:29:40,2,1400,0,efectivo,nuevo,Evelio
EdoMex_Americas_Ecatepec,Barracuda,14,2021-12-10,18:32:45,7,1063,0,tarjeta_credito,nuevo,Delia
EdoMex_Tenayuca,084 Clásico,24,2025-10-24,18:47:24,5,1150,5,tarjeta_credito,nuevo,Delia
CDMX_Regina,084,22,2023-10-20,14:59:41,2,1109,0,transferencia,recurrente,Eloisa
CDMX_Centro,Panam Alfa,21,2022-10-19,22:11:57,1,2083,15,mercado_pago,nuevo,José
EdoMex_Sendero_Toluca,Gran Prix,16,2024-07-14,18:49:10,1,1109,10,efectivo,nuevo,José Manuél
CDMX_Satelite,Panam Alfa,18,2022-06-29,03:18:41,1,1539,10,efectivo,recurrente,Leonardo
Hidalgo_Tula,Caimán,18,2025-06-27,04:42:48,1,1175,0,efectivo,nuevo,José Emilio
CDMX_Plaza_Ermita,SuperFaro,26,2025-08-16,08:23:04,6,2182,0,efectivo,nuevo,Francisco
CDMX_Insurgentes,Ultra,20,2025-03-07,22:29:26,3,1637,10,efectivo,vip,Mayte
CDMX_Zona_Rosa,Panam Alfa,18,2023-02-27,05:24:24,2,1926,10,efectivo,recurrente,José Manuél
CDMX_20_de_Noviembre,Caimán,19,2023-01-22,02:01:22,6,1453,10,tarjeta_debito,recurrente,Clemente
CDMX_Universidad,Panam Alfa,25,2022-11-26,12:04:41,3,2117,20,efectivo,nuevo,Juan Carlos
CDMX_Madero,SuperFaro,25,2023-07-22,13:28:02,6,1909,20,tarjeta_debito,recurrente,Cynthia
CDMX_La_Villa,Perestroika,27,2025-02-05,02:01:52,5,1481,10,efectivo,nuevo,Rosalia
Puebla_Centro,Ultra,23,2022-04-12,00:59:22,1,1150,20,mercado_pago,recurrente,Sara
CDMX_Insurgentes,Vital,21,2022-10-05,22:02:57,5,904,30,tarjeta_debito,nuevo,Eloy
CDMX_Rep_del_Salvador,084 Clásico,17,2023-11-04,11:48:53,5,829,10,efectivo,nuevo,Enrique
EdoMex_Nicolas_Romero,084 Clásico,16,2024-07-24,08:16:05,1,750,15,mercado_pago,nuevo,Gerónimo
Morelos_Cuernavaca,084 Clásico,27,2023-09-14,15:40:21,1,1012,0,transferencia,recurrente,Cristian
CDMX_Madero,084 Clásico,18,2024-04-04,19:29:00,3,821,0,efectivo,recurrente,Ángel
CDMX_Universidad,SuperFaro,24,2026-05-01,07:44:51,1,2150,20,tarjeta_debito,nuevo,Modesto
EdoMex_Toluca_Grand_Plaza,Caimán,25,2025-05-31,13:22:43,1,1492,0,efectivo,recurrente,Indira
CDMX_San_Jacinto,Panam Alfa,21,2022-03-16,23:39:41,1,1511,5,tarjeta_debito,recurrente,Adán
EdoMex_Plaza_Aragon,Panam Alfa,20,2021-11-13,11:29:14,2,1687,0,efectivo,nuevo,Renato
CDMX_Regina,SuperFaro,26,2021-05-30,05:38:44,1,1938,30,mercado_pago,nuevo,Violeta
Puebla_Tehuacan,Ultra,24,2026-04-21,09:04:01,4,1510,0,mercado_pago,recurrente,Benito
CDMX_Centro,084 Campeón,28,2022-03-04,15:50:19,2,1078,10,tarjeta_debito,recurrente,Manuel
CDMX_Zona_Rosa,084 Clásico,22,2025-10-16,14:52:24,1,1073,0,tarjeta_debito,nuevo,Adalberto
CDMX_5_de_Mayo,Caimán,24,2024-07-17,22:27:34,3,1638,10,tarjeta_debito,vip,Olivia
CDMX_Metrobus_Chilpancingo,Panam Alfa,22,2025-10-09,14:19:26,3,2167,0,transferencia,nuevo,Renato
CDMX_Universidad,Vital,22,2025-06-25,12:04:01,4,1014,15,efectivo,recurrente,Guadalupe
Hidalgo_Tula,Flip,16,2024-03-19,21:33:45,6,774,0,tarjeta_debito,recurrente,Pamela
CDMX_Regina,RL15,19,2025-01-01,01:10:12,1,753,15,tarjeta_debito,nuevo,Amanda
CDMX_Del_Valle,Vaivén,12,2024-07-02,18:31:46,6,1058,0,efectivo,nuevo,Ana Luisa
Puebla_Centro,Vaivén,26,2024-01-12,03:34:37,4,850,5,transferencia,recurrente,Octavio
CDMX_Huipulco,084 Clásico,26,2024-06-03,00:36:11,1,1228,15,efectivo,recurrente,Violeta
CDMX_Huipulco,Urbano,18,2024-09-26,18:57:51,6,888,0,transferencia,nuevo,Camila
CDMX_Rep_del_Salvador,Perestroika,17,2021-11-01,15:01:31,3,1100,0,tarjeta_debito,nuevo,Antonia
EdoMex_Sendero_Ixtapaluca,Caimán,23,2024-02-27,20:24:12,5,1330,5,mercado_pago,vip,Felipe
CDMX_Huipulco,084,25,2021-05-17,08:47:45,1,1181,10,efectivo,recurrente,Eva
Morelos_Cuernavaca,084 Clásico,26,2024-10-07,03:47:22,1,1344,0,mercado_pago,recurrente,Homero
CDMX_Condesa,Gran Prix,20,2021-07-26,13:39:29,1,944,0,transferencia,recurrente,Olivia
EdoMex_Toluca_Grand_Plaza,084 Clásico,21,2022-05-24,14:28:04,1,1092,0,mercado_pago,nuevo,Lucía
CDMX_La_Villa,084 Clásico,24,2023-09-23,01:23:45,2,1062,20,efectivo,nuevo,Pablo
CDMX_Metrobus_Chilpancingo,084 Clásico,24,2024-06-25,10:54:40,1,797,5,transferencia,recurrente,Esther
EdoMex_Tepeyac,Ultra,26,2025-05-23,04:13:28,4,1501,5,efectivo,recurrente,Laura
EdoMex_Nezahualcoyotl,RL15,19,2024-11-11,07:44:18,1,1203,15,efectivo,nuevo,Verónica
CDMX_San_Cosme,Vital,29,2022-12-12,16:13:53,4,712,0,efectivo,nuevo,Abelardo
CDMX_Tacubaya,Ultra,25,2024-02-02,18:32:08,1,1354,30,mercado_pago,recurrente,Alejandro
CDMX_Zona_Rosa,Panam Alfa,20,2024-05-30,21:39:50,1,2052,0,tarjeta_credito,recurrente,Bernabé
CDMX_San_Jacinto,RL15,22,2024-02-13,03:42:17,1,740,0,tarjeta_debito,vip,Esperanza
EdoMex_Zumpango,RL15,25,2023-05-03,10:10:56,3,985,0,tarjeta_credito,recurrente,Paola
CDMX_Satelite,084,18,2025-06-21,04:25:14,1,1029,0,tarjeta_debito,nuevo,Claudia
CDMX_Universidad,RL15,18,2022-01-15,14:07:00,3,1147,30,efectivo,nuevo,Andrea
EdoMex_Patio_Valle_De_Chalco,Vital,24,2024-12-27,06:32:13,2,1127,0,efectivo,vip,Guillermina
EdoMex_Americas_Ecatepec,Perestroika,19,2022-03-15,21:18:30,1,1121,20,mercado_pago,vip,Carmen
Puebla_Tehuacan,Caimán,25,2023-11-06,18:47:53,4,1617,30,tarjeta_debito,vip,Paola
CDMX_Pino_Suarez,084 Campeón,26,2023-01-03,20:46:43,2,742,0,tarjeta_debito,recurrente,Hugo
CDMX_Condesa,Barracuda,25,2025-10-09,12:51:19,2,780,0,efectivo,recurrente,Micaela
CDMX_Satelite,Panam Alfa,27,2025-08-22,15:13:14,1,1887,0,efectivo,recurrente,Antonio
CDMX_Universidad,Flip,25,2022-06-09,00:49:14,1,1051,0,transferencia,nuevo,Itzel
EdoMex_Atlacomulco,084 Diamante,18,2022-02-02,08:40:48,3,2171,10,efectivo,vip,Tomás
Michoacan_Uruapan,Vaivén,18,2026-01-06,16:18:12,3,1021,0,tarjeta_debito,recurrente,Georgina
Michoacan_Morelia_Centro,084,25,2022-10-11,21:42:55,1,979,5,tarjeta_credito,nuevo,Estefanía
EdoMex_Texcoco,084 Campeón,25,2022-05-02,04:24:41,1,1395,0,mercado_pago,recurrente,Hilda
CDMX_Metrobus_Durango,084 Clásico,24,2025-12-12,13:54:30,8,765,0,efectivo,nuevo,Óliver
EdoMex_Nicolas_Romero,Flip,25,2023-06-02,20:43:32,3,1290,0,efectivo,recurrente,Manuel
Nuevo_Leon_Monterrey,RL15,24,2022-10-19,07:11:36,2,835,10,efectivo,nuevo,Vanesa
Michoacan_Uruapan,RL15,25,2022-02-09,15:18:23,1,1072,0,mercado_pago,nuevo,Fidel
CDMX_5_de_Mayo,RL15,19,2025-01-17,22:47:22,3,1247,0,efectivo,nuevo,Andrés
EdoMex_Plaza_Aragon,Perestroika,15,2022-09-17,14:47:42,1,1497,20,efectivo,nuevo,Aldonza
EdoMex_Chalco,084 Campeón,24,2024-08-11,05:51:35,7,742,10,efectivo,nuevo,Rolando
Coahuila_Saltillo,084,24,2023-03-23,11:12:54,5,832,20,transferencia,nuevo,Porfirio
Puebla_Tehuacan,Caimán,16,2025-05-26,14:27:41,2,1108,30,tarjeta_debito,nuevo,Yeni
EdoMex_Zumpango,Urbano,26,2022-05-25,05:38:49,2,1306,0,mercado_pago,nuevo,Violeta
CDMX_Metrobus_Chilpancingo,Vital,25,2022-07-03,13:31:11,6,846,5,efectivo,recurrente,Luz
CDMX_Madero,Flip,16,2025-07-14,05:53:33,4,904,15,tarjeta_credito,recurrente,Espartaco
Michoacan_Morelia_Centro,Gran Prix,16,2024-03-06,18:14:12,1,814,30,tarjeta_debito,nuevo,Mateo
EdoMex_Toluca,RL15,21,2026-04-01,06:22:41,2,1338,20,efectivo,nuevo,Olga
EdoMex_Sendero_Toluca,Perestroika,26,2021-11-24,16:42:35,1,1604,0,tarjeta_credito,nuevo,Sofía
CDMX_Huipulco,Ultra,26,2024-04-08,03:33:22,2,1240,0,efectivo,recurrente,Camila
EdoMex_Tenayuca,Barracuda,24,2024-08-05,12:42:40,3,1037,0,tarjeta_debito,nuevo,Teresa
CDMX_Mixcoac,084,26,2026-02-16,13:05:00,1,823,20,tarjeta_debito,nuevo,Elvira
CDMX_5_de_Mayo,Gran Prix,25,2023-05-02,19:55:29,1,990,0,tarjeta_credito,nuevo,Mateo
EdoMex_Toluca,RL15,19,2023-07-21,18:13:55,3,871,30,tarjeta_credito,nuevo,Gabriel
CDMX_Universidad,084 Diamante,22,2023-10-28,19:34:03,3,2006,0,efectivo,nuevo,Eric
EdoMex_Toluca,084,20,2022-04-18,20:04:12,2,1118,0,transferencia,recurrente,Ernesto
EdoMex_Toluca_Grand_Plaza,Barracuda,22,2024-03-29,20:45:35,1,731,15,efectivo,nuevo,Noelia
CDMX_San_Cosme,Panam Alfa,25,2022-12-13,08:44:33,2,1915,0,efectivo,nuevo,Gabriel
EdoMex_Nicolas_Romero,084 Clásico,23,2026-03-22,12:45:33,8,1073,0,efectivo,vip,Barbara
CDMX_Metrobus_Durango,084,18,2022-06-07,15:43:17,3,935,0,efectivo,recurrente,Zeferino
EdoMex_Toluca_Grand_Plaza,Flip,22,2024-08-01,00:11:19,3,1055,20,efectivo,nuevo,Mitzy
CDMX_San_Cosme,Panam Alfa,20,2021-05-12,23:56:40,2,1809,0,efectivo,recurrente,Zacarías
EdoMex_Americas_Ecatepec,Barracuda,22,2021-11-16,01:15:44,1,971,0,tarjeta_credito,vip,Nelly
CDMX_5_de_Mayo,Gran Prix,17,2025-11-26,20:14:40,1,1396,5,tarjeta_credito,vip,Juan
CDMX_Regina,Perestroika,25,2024-08-25,17:00:54,1,1426,15,efectivo,vip,Dulce
CDMX_Pino_Suarez,084 Clásico,26,2024-01-25,21:05:44,1,1237,30,tarjeta_debito,nuevo,Asunción
Coahuila_Saltillo,Barracuda,25,2022-06-04,04:56:47,3,1114,30,efectivo,nuevo,Lilia
CDMX_Mixcoac,084 Diamante,27,2023-03-28,22:51:44,1,1699,5,tarjeta_credito,recurrente,Fidel
EdoMex_Tepeyac,Perestroika,25,2024-09-16,23:24:53,1,1107,5,tarjeta_credito,nuevo,Adán
CDMX_Tacubaya,Vaivén,28,2025-12-05,04:49:03,1,1189,15,transferencia,nuevo,Florencia
CDMX_Rep_del_Salvador,Ultra,20,2024-01-14,07:57:13,1,1106,0,tarjeta_debito,nuevo,Humberto
CDMX_Insurgentes,Gran Prix,25,2023-11-15,23:33:17,2,947,0,efectivo,recurrente,Mario
CDMX_20_de_Noviembre,SuperFaro,21,2025-08-07,17:00:41,1,2198,0,efectivo,vip,Eva
CDMX_20_de_Noviembre,RL15,17,2022-08-08,19:37:06,4,740,0,transferencia,vip,Olga
CDMX_Polanco,Flip,15,2023-10-05,06:05:15,5,867,10,mercado_pago,recurrente,Humberto
CDMX_Polanco,Perestroika,25,2021-08-22,11:39:03,3,1291,0,efectivo,recurrente,Ofelia
Puebla_Tehuacan,Vital,24,2024-01-27,10:06:27,2,863,0,tarjeta_credito,recurrente,Wilfrido
EdoMex_Tepeyac,Panam Alfa,21,2025-08-15,14:48:18,6,1744,0,efectivo,nuevo,Gerónimo
EdoMex_Nicolas_Romero,084,20,2023-09-04,08:53:10,4,1331,0,efectivo,recurrente,Minerva
CDMX_Plaza_Ermita,Ultra,18,2025-06-01,18:08:00,1,1317,0,tarjeta_debito,nuevo,Salma
CDMX_Huipulco,Panam Alfa,24,2023-03-08,22:55:20,4,1509,15,efectivo,nuevo,Isabela
CDMX_Del_Valle,084 Clásico,24,2023-10-30,10:14:14,1,975,5,efectivo,nuevo,Blanca
EdoMex_Toluca_Grand_Plaza,Perestroika,28,2021-11-06,12:10:15,1,1682,30,tarjeta_debito,nuevo,Alta  Gracia
CDMX_San_Jacinto,Vital,16,2022-08-25,05:05:26,1,703,10,tarjeta_credito,vip,Luis Miguel
CDMX_San_Jacinto,Urbano,24,2023-04-07,01:21:05,3,888,10,mercado_pago,recurrente,Camilo
CDMX_Plaza_Ermita,Panam Alfa,24,2022-11-14,23:30:09,3,2004,15,tarjeta_debito,nuevo,Inés
CDMX_20_de_Noviembre,084 Clásico,26,2024-09-06,02:05:55,3,1218,0,mercado_pago,nuevo,Timoteo
CDMX_Condesa,Barracuda,27,2022-09-14,09:05:37,1,728,15,efectivo,recurrente,Alonso
CDMX_Rep_del_Salvador,084 Campeón,19,2026-01-04,04:22:18,4,735,5,tarjeta_debito,nuevo,Cecilia
EdoMex_Nezahualcoyotl,Barracuda,17,2024-03-21,01:54:39,5,994,0,tarjeta_credito,nuevo,Dulce
CDMX_Del_Valle,SuperFaro,26,2025-05-17,15:39:40,1,1804,0,efectivo,recurrente,Andrea
CDMX_Pino_Suarez,084,25,2024-09-04,16:54:22,3,1144,15,tarjeta_credito,nuevo,Cecilia
CDMX_20_de_Noviembre,Vaivén,24,2021-12-16,22:18:51,4,1130,0,efectivo,vip,Lourdes
CDMX_20_de_Noviembre,Caimán,25,2023-10-04,03:46:10,3,1114,0,efectivo,nuevo,Rubén
CDMX_La_Villa,Gran Prix,22,2023-01-03,21:54:49,1,1113,0,mercado_pago,recurrente,María Elena
CDMX_Del_Valle,Barracuda,22,2024-09-12,04:35:21,1,973,5,tarjeta_debito,recurrente,Evelio
CDMX_San_Cosme,Urbano,18,2022-06-18,11:26:58,1,922,30,tarjeta_credito,recurrente,Aida
CDMX_Madero,SuperFaro,28,2026-04-14,23:19:50,1,2054,0,transferencia,recurrente,Carlos
Puebla_Tehuacan,084 Clásico,16,2023-12-08,12:11:18,2,1218,10,efectivo,recurrente,Fabiola
EdoMex_Atlacomulco,Flip,28,2022-09-28,08:43:52,1,714,0,tarjeta_debito,recurrente,Mitzy
CDMX_Metrobus_Durango,Urbano,20,2022-07-09,04:04:31,3,1126,10,efectivo,nuevo,Esparta
CDMX_San_Cosme,Vital,26,2025-06-14,16:14:55,3,963,10,efectivo,nuevo,Serafín
CDMX_Condesa,084 Clásico,28,2022-07-31,17:33:50,3,806,5,tarjeta_debito,recurrente,Luis Miguel
CDMX_Universidad,Flip,19,2023-03-16,12:13:16,2,716,0,tarjeta_credito,nuevo,Julio César
CDMX_Pino_Suarez,Perestroika,24,2021-06-05,03:45:23,4,1267,0,mercado_pago,recurrente,Ariadna
EdoMex_Texcoco,Barracuda,27,2026-03-31,08:45:19,4,1007,0,transferencia,vip,Felix
CDMX_La_Villa,Vaivén,25,2022-08-09,09:02:52,3,1172,20,tarjeta_credito,nuevo,Blanca
CDMX_San_Jacinto,Panam Alfa,26,2024-12-24,18:29:46,8,1631,0,tarjeta_debito,recurrente,Jonás
CDMX_Polanco,SuperFaro,17,2021-10-29,19:10:07,2,2173,20,mercado_pago,nuevo,Evelio
EdoMex_Chimalhuacan,RL15,25,2024-05-16,13:02:26,1,1093,0,mercado_pago,nuevo,Guadalupe
CDMX_Satelite,Ultra,24,2022-11-16,21:11:06,5,1478,10,efectivo,recurrente,Camilo
CDMX_Mixcoac,Ultra,26,2022-05-07,08:48:06,1,1432,20,efectivo,nuevo,Laura
CDMX_Insurgentes,Ultra,25,2024-03-24,10:07:07,2,1496,0,transferencia,recurrente,Noelia
EdoMex_Patio_Valle_De_Chalco,084,22,2025-01-14,14:51:27,2,1155,0,efectivo,recurrente,Isaac
CDMX_Universidad,084 Campeón,26,2024-10-13,22:45:46,4,760,30,transferencia,nuevo,Óscar
EdoMex_Toluca_Grand_Plaza,RL15,29,2021-08-21,09:28:34,6,707,0,efectivo,nuevo,Genaro
EdoMex_Sendero_Toluca,Flip,26,2023-05-26,02:16:08,1,1400,20,efectivo,nuevo,Clara
CDMX_Metrobus_Durango,SuperFaro,27,2025-07-03,21:22:28,1,2035,10,efectivo,recurrente,Tomás
CDMX_Metrobus_Chilpancingo,Gran Prix,24,2022-10-25,16:21:00,2,1060,0,mercado_pago,nuevo,Teresa
EdoMex_Toluca,SuperFaro,26,2024-07-17,00:31:30,3,1505,0,efectivo,recurrente,Yeni
EdoMex_Toluca_Grand_Plaza,Flip,26,2022-02-10,04:40:42,3,1124,20,transferencia,nuevo,Frida
CDMX_Metrobus_Durango,084 Campeón,26,2024-08-06,22:17:48,6,1124,10,efectivo,nuevo,Roberto
EdoMex_Sendero_Ixtapaluca,Panam Alfa,19,2025-02-18,17:12:42,1,1762,0,efectivo,recurrente,Barbara
CDMX_Zona_Rosa,SuperFaro,25,2021-06-12,19:55:33,1,1505,0,transferencia,recurrente,Gerardo
EdoMex_Americas_Ecatepec,Urbano,23,2022-05-05,03:10:26,1,1247,10,efectivo,recurrente,Emilio
CDMX_Polanco,Flip,22,2022-05-21,23:36:40,3,742,0,tarjeta_debito,vip,Irene
CDMX_San_Cosme,Caimán,20,2025-09-07,12:23:24,3,1405,0,efectivo,nuevo,Mauricio
CDMX_Tacubaya,Caimán,18,2021-07-18,07:47:12,3,1146,5,tarjeta_credito,recurrente,Natividad
Hidalgo_Tula,Vital,17,2026-03-22,23:24:52,1,1323,0,tarjeta_credito,nuevo,Minerva
CDMX_Madero,084,26,2025-06-05,12:46:35,1,1143,0,transferencia,recurrente,Roberto
CDMX_5_de_Mayo,SuperFaro,26,2022-02-25,13:11:13,2,2089,15,efectivo,nuevo,Noelia
EdoMex_Sendero_Toluca,Panam Alfa,27,2022-11-21,10:19:39,4,1612,0,efectivo,recurrente,Carlota
CDMX_Zona_Rosa,084,20,2025-06-20,02:43:12,1,743,15,efectivo,recurrente,Soledad
CDMX_Centro,RL15,26,2025-01-14,02:33:28,3,1203,0,mercado_pago,vip,Teodoro
CDMX_20_de_Noviembre,084,25,2026-03-18,03:10:53,2,1210,0,tarjeta_debito,recurrente,Gilberto
CDMX_Condesa,Flip,26,2022-03-12,17:39:52,2,1343,20,efectivo,recurrente,Alejandra
EdoMex_Sendero_Ixtapaluca,Caimán,18,2021-11-21,01:33:48,1,1356,0,efectivo,recurrente,Marcela
EdoMex_Tenayuca,084 Campeón,27,2022-12-03,05:10:23,2,792,5,mercado_pago,recurrente,Cristal
Hidalgo_Tula,Panam Alfa,27,2021-07-08,03:11:03,1,1787,30,transferencia,nuevo,Celia
EdoMex_Toluca,Urbano,26,2026-01-29,09:38:16,3,857,0,efectivo,recurrente,Magdalena
EdoMex_Toluca,Perestroika,24,2025-11-09,16:59:15,1,1582,0,tarjeta_debito,recurrente,Irene
CDMX_Satelite,Gran Prix,22,2021-11-22,09:52:38,1,816,0,efectivo,recurrente,Leticia
EdoMex_Zumpango,Ultra,25,2026-04-28,10:47:05,1,1635,0,efectivo,recurrente,Marcela
Puebla_Tehuacan,Panam Alfa,25,2022-05-28,07:33:28,1,1827,20,transferencia,recurrente,Luis Manuel
CDMX_Satelite,Ultra,17,2022-05-07,07:15:10,1,1530,0,efectivo,recurrente,José Eduardo
EdoMex_Texcoco,Vaivén,23,2022-11-17,19:54:14,2,1139,0,tarjeta_credito,nuevo,Abraham
EdoMex_Zumpango,RL15,24,2026-01-25,05:50:24,1,986,0,tarjeta_debito,recurrente,Estefanía
CDMX_Huipulco,Barracuda,26,2024-01-09,06:24:06,2,914,0,transferencia,nuevo,Germán
Hidalgo_Tula,084,26,2021-09-06,09:30:46,6,886,30,efectivo,vip,Gonzalo
CDMX_Plaza_Ermita,084 Clásico,24,2026-03-29,11:56:12,1,1242,0,tarjeta_debito,recurrente,Luis
CDMX_Universidad,Barracuda,22,2022-09-20,15:29:44,3,1090,5,transferencia,recurrente,Eric
CDMX_Pino_Suarez,Caimán,28,2026-02-18,09:32:39,3,1123,10,mercado_pago,nuevo,Porfirio
CDMX_20_de_Noviembre,Perestroika,28,2021-08-24,12:58:12,1,1325,15,efectivo,recurrente,Enrique
Quintana_Roo_Playa_del_Carmen,084,24,2022-05-30,06:22:09,1,875,0,tarjeta_debito,recurrente,Judith
Morelos_Cuernavaca,084 Campeón,21,2023-11-21,10:22:13,2,1138,5,transferencia,recurrente,Asunción
CDMX_Insurgentes,Perestroika,18,2025-12-24,06:13:04,2,1665,0,transferencia,vip,Jorge
CDMX_Satelite,Flip,25,2024-12-12,03:46:48,1,772,15,efectivo,nuevo,Úrsula
EdoMex_Americas_Ecatepec,Urbano,29,2021-05-08,01:10:02,6,779,20,tarjeta_debito,recurrente,Pablo
CDMX_5_de_Mayo,Perestroika,26,2023-11-27,17:08:46,4,1573,20,efectivo,recurrente,Bernabé
EdoMex_Nicolas_Romero,Flip,26,2025-10-07,15:16:09,2,759,20,tarjeta_debito,nuevo,Sergio
CDMX_20_de_Noviembre,RL15,18,2025-11-22,04:20:53,1,1263,0,tarjeta_debito,recurrente,Esperanza
CDMX_Mixcoac,Perestroika,25,2022-07-16,07:08:05,6,1637,0,transferencia,vip,Mitzy
Michoacan_Morelia_Centro,SuperFaro,27,2025-07-09,12:51:15,4,1654,0,tarjeta_debito,recurrente,Zeferino
CDMX_San_Cosme,Vaivén,15,2025-10-17,15:36:28,4,1346,30,efectivo,recurrente,Ángela
Nuevo_Leon_Monterrey,084 Clásico,26,2025-12-04,22:35:42,1,1259,0,efectivo,recurrente,Karina
EdoMex_Chimalhuacan,RL15,23,2023-02-18,17:33:15,1,800,20,tarjeta_credito,recurrente,Federico
CDMX_Tacubaya,084,26,2021-09-23,18:30:42,1,1200,0,mercado_pago,nuevo,Nicolás
Puebla_Tehuacan,084 Campeón,24,2021-08-29,21:52:07,1,748,15,tarjeta_debito,nuevo,José María
EdoMex_Tenayuca,Panam Alfa,26,2022-07-21,22:16:07,1,1647,10,tarjeta_debito,recurrente,Timoteo
EdoMex_Toluca_Grand_Plaza,Vital,18,2023-03-07,10:13:36,1,1223,10,tarjeta_credito,recurrente,Gustavo
CDMX_Tacubaya,Perestroika,26,2026-01-17,00:09:24,3,1348,5,efectivo,recurrente,Marcos
Chihuahua_Sendero,Perestroika,25,2024-05-27,08:37:33,1,1523,20,tarjeta_credito,recurrente,Rodrigo
EdoMex_Nicolas_Romero,Urbano,24,2022-06-10,23:51:12,1,1156,0,transferencia,nuevo,Rocío
CDMX_La_Villa,084 Diamante,23,2024-12-08,22:30:25,7,2173,0,efectivo,nuevo,Eduardo
CDMX_Madero,084 Campeón,24,2026-01-10,02:28:16,4,1025,15,tarjeta_credito,nuevo,Pedro
EdoMex_Zumpango,Panam Alfa,25,2023-07-26,16:04:55,6,2037,15,tarjeta_debito,recurrente,Carla
EdoMex_Zumpango,Vital,26,2022-09-27,04:45:44,3,986,0,efectivo,nuevo,Claudia
EdoMex_Tepeyac,Urbano,16,2025-03-24,17:39:48,3,778,0,efectivo,recurrente,Emilio
CDMX_Universidad,084 Campeón,23,2023-07-06,11:46:33,3,804,0,mercado_pago,vip,Zoé
CDMX_Metrobus_Chilpancingo,Flip,26,2024-12-19,06:41:11,1,903,10,tarjeta_debito,nuevo,Hugo
EdoMex_Toluca_Grand_Plaza,Flip,25,2025-11-27,18:42:34,5,1102,20,tarjeta_debito,recurrente,Lucas
EdoMex_Chalco,Perestroika,24,2021-12-12,23:58:33,1,1561,30,efectivo,nuevo,Ruby
CDMX_San_Jacinto,Panam Alfa,17,2023-08-22,18:40:59,3,1809,0,efectivo,recurrente,Sandra
Quintana_Roo_Playa_del_Carmen,Ultra,24,2022-12-27,06:07:42,1,1584,30,transferencia,nuevo,Berta
CDMX_5_de_Mayo,Vital,22,2026-02-21,22:59:32,3,1133,10,mercado_pago,recurrente,Úrsula
CDMX_20_de_Noviembre,084 Clásico,26,2025-09-12,17:34:51,1,837,30,efectivo,nuevo,Pamela
CDMX_Zona_Rosa,SuperFaro,26,2022-09-29,10:43:30,3,1713,0,efectivo,vip,Diana
CDMX_Satelite,Gran Prix,24,2022-08-27,15:56:10,6,864,30,mercado_pago,recurrente,Abigail
CDMX_20_de_Noviembre,Perestroika,20,2025-01-14,00:22:09,3,1621,10,mercado_pago,recurrente,Caridad
CDMX_20_de_Noviembre,Urbano,26,2021-07-27,06:45:57,10,839,30,transferencia,nuevo,Pamela
EdoMex_Chimalhuacan,Gran Prix,25,2023-06-15,17:33:07,1,1377,0,tarjeta_debito,vip,Elias
EdoMex_Toluca_Grand_Plaza,Vital,18,2023-08-25,00:47:03,1,1007,0,efectivo,vip,Gerónimo
Michoacan_Uruapan,Gran Prix,19,2025-11-14,00:04:30,3,1055,0,tarjeta_debito,recurrente,Francisco
CDMX_Huipulco,RL15,16,2026-01-05,12:07:38,1,1177,0,efectivo,recurrente,Cristina
CDMX_Polanco,SuperFaro,24,2021-11-28,17:04:24,1,1898,0,tarjeta_credito,nuevo,Alicia
EdoMex_Americas_Ecatepec,Gran Prix,23,2022-02-08,05:10:51,3,1365,0,mercado_pago,recurrente,Ariadna
EdoMex_Tepeyac,084 Diamante,25,2024-03-08,23:38:34,1,1952,0,efectivo,vip,Ricardo
CDMX_San_Jacinto,Vaivén,18,2022-08-05,09:54:54,4,1380,0,efectivo,recurrente,Mauricio
CDMX_San_Jacinto,Barracuda,22,2023-09-04,23:22:14,5,801,0,tarjeta_credito,nuevo,Agustín
CDMX_Madero,Ultra,22,2022-03-08,02:14:02,4,1495,0,tarjeta_credito,nuevo,Camila
CDMX_Rep_del_Salvador,Urbano,24,2023-03-29,05:07:36,1,1160,0,efectivo,vip,Camila
CDMX_Metrobus_Durango,Panam Alfa,22,2022-03-30,00:21:27,3,1795,0,mercado_pago,recurrente,Gerónimo
CDMX_Metrobus_Chilpancingo,084,27,2022-11-04,18:16:04,1,1134,5,mercado_pago,recurrente,Lorena
EdoMex_Americas_Ecatepec,RL15,26,2023-12-16,04:46:42,4,891,0,tarjeta_debito,nuevo,Nayeli
