usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla,sentimiento_calculado,score_sentimiento,n_palabras_positivas,n_palabras_negativas,n_emojis_positivos,n_emojis_negativos,tiene_caps,n_exclamaciones,amplificador,es_influencer,urgencia,acierto
aldonzamatos,377,Vaivén,rosa,4,Excelentísimos los Vaivén ✨ los uso para correr y son perfectos 🏃‍♂️💨,instagram,46,True,False,2022-09-23 04:33:07,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
lluna,138,084 Campeón,rojo,5,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",tiktok,8,True,False,2024-03-16 09:20:38,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
tvalladares,221,084 Clásico,negro,5,Quedé enamoradísima de mis 084 Clásico ✨ buenísima calidad y precio 👌🥰,tiktok,37,True,False,2025-05-20 18:04:47,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
negretealma,1476,RL15,rojo,5,"Decentes los RL15, no son los mejores pero cumplen 🙂",google_reviews,64,False,False,2022-04-11 20:13:54,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
tvergara,28,Ultra,blanco,4,Quedé enamoradísima de mis Ultra ✨ buenísima calidad y precio 👌🥰,instagram,30,True,False,2021-07-28 02:28:38,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
pjaimes,176,084 Campeón,verde,5,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,tiktok,145,True,True,2026-04-07 13:41:38,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
camilovergara,1,Vital,gris,2,"Regulares los Vital, esperaba un poquito más pero también un poquito menos",amazon,15,True,False,2025-06-07 00:22:46,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
lindaolivares,19,084,azul,1,NO LOS COMPREN!! Mis 084 se despegaron en una semana 😤 estafa total,google_reviews,35,True,False,2022-08-08 10:28:36,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,False,True
antoniovega,40,Panam Alfa,azul,3,"Los Panam Alfa están ok, nada del otro mundo 🤷",instagram,2,True,False,2022-04-12 17:55:31,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
alfonsoquintana,30,Barracuda,negro,3,Quedé enamoradísima de mis Barracuda ✨ buenísima calidad y precio 👌🥰,twitter,36,True,False,2024-01-05 22:07:41,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
acoronado,82,RL15,rosa,5,"Muy cómodos los RL15, me los recomendó mi hermana ✌️ buena compra",amazon,209,True,False,2023-01-29 18:47:13,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
xsanchez,6,084,blanco,1,"Incomodísimos los 084, me lastimaron los pies después de 1 hr 😣",instagram,3,True,False,2025-05-10 12:58:23,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,False,True
chavarrialeticia,103,Caimán,rosa,5,BUENÍSIMOS los Caimán!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,amazon,5,False,False,2023-02-09 12:02:22,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
victoria78,88098,Gran Prix,rosa,1,BASURA los Gran Prix 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,23,True,True,2024-07-20 01:36:47,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,True,False,True
jorge-luis78,186,SuperFaro,gris,1,Muy decepcionada con mis SuperFaro 💔 esperaba muchísimo más por el precio que pagué 🙄,tiktok,16,False,True,2024-04-03 21:16:25,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,False,True
zoe49,8,Vaivén,rosa,2,Pésima atención y los Vaivén llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,amazon,50,False,True,2025-06-18 14:36:24,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
oswaldoleiva,169,084 Diamante,rosa,2,Me quedaron grandes los 084 Diamante y la talla era la correcta 😒 mala medición,tiktok,8,True,True,2026-02-03 05:28:41,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
mauricio44,816,Flip,blanco,1,BASURA los Flip 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,19,True,False,2023-02-09 07:16:26,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,False,False,True
emateo,75,Caimán,blanco,3,"Normales los Caimán, ni bien ni mal 🤷‍♂️",tiktok,3,False,True,2024-04-24 00:10:16,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
samuel19,66,Urbano,gris,3,"Compré los Urbano, son tenis. Punto.",tiktok,2,False,False,2025-12-18 22:46:08,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
wortega,155,Urbano,negro,5,Por fin unos tenis que duran! Los Urbano ya tienen 8 meses y siguen como nuevos 💪,facebook,170,True,True,2022-08-04 09:34:22,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
benito41,2500,SuperFaro,blanco,5,"Muy cómodos los SuperFaro, me los recomendó mi hermana ✌️ buena compra",google_reviews,55,True,False,2024-04-16 10:15:24,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
vhidalgo,102,084 Campeón,rojo,1,"Esperaba más de los 084 Campeón, la suela es muy delgada 😕 regulares",twitter,8,False,False,2025-06-02 18:15:38,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,False,True
lorenzotijerina,1065,Vaivén,azul,5,Por fin unos tenis que duran! Los Vaivén ya tienen 8 meses y siguen como nuevos 💪,instagram,37,True,False,2023-08-26 16:38:31,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
hernan19,218,Caimán,negro,1,Horrible calidad los Caimán 😠 ni para regalar #malacompra #panam,facebook,10,False,True,2026-05-03 12:46:30,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
omararteaga,73,Gran Prix,rosa,3,"Los Gran Prix están ok, nada del otro mundo 🤷",tiktok,11,True,False,2025-11-11 04:50:42,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
sessagonzales,2067,084 Clásico,blanco,2,NO LOS COMPREN!! Mis 084 Clásico se despegaron en una semana 😤 estafa total,instagram,30,True,False,2021-10-16 09:32:31,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,False,True
pedrazaalma,117,Panam Alfa,azul,5,Mejor compra del año!! Los Panam Alfa son una BELLEZA 🔥🔥🔥 #PanamForever,instagram,88,False,True,2025-05-13 00:30:35,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
chapaabraham,797,084 Campeón,gris,5,Increíbles!! Los 084 Campeón se ven y se sienten premium 🔝🔥 vale cada peso,twitter,5,True,False,2026-01-10 04:46:57,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
cristinarolon,442,084 Campeón,verde,4,Me encantaron mis 084 Campeón 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,google_reviews,21,False,False,2025-05-28 16:39:47,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
samuelmayorga,1693,Barracuda,beige,5,Excelentísimos los Barracuda ✨ los uso para correr y son perfectos 🏃‍♂️💨,facebook,21,False,False,2023-10-10 01:37:54,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
burgostania,3110,Panam Alfa,azul,3,"Regulares los Panam Alfa, esperaba un poquito más pero también un poquito menos",facebook,58,True,False,2026-03-25 02:00:26,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,True,False
luzarchuleta,14,084 Campeón,negro,3,"Los 084 Campeón no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,57,False,False,2022-11-01 05:17:50,negativo,negativo,-0.833,0,1,0,0,False,0,1.0,False,True,True
cdel-valle,1596,084 Campeón,blanco,4,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",tiktok,96,True,False,2024-09-20 17:34:55,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
vescamilla,847,Gran Prix,gris,4,Compré los Gran Prix para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,59,False,False,2023-10-22 15:44:36,positivo,positivo,1.0,3,0,1,0,True,0,1.2,False,False,True
aguirreteodoro,10,084 Clásico,verde,1,Me quedaron grandes los 084 Clásico y la talla era la correcta 😒 mala medición,amazon,11,True,True,2026-03-05 21:49:39,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
mezarufino,414,084 Clásico,rosa,4,Compré los 084 Clásico para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,google_reviews,102,True,False,2025-03-17 22:14:37,positivo,positivo,1.0,3,0,1,0,True,0,1.2,False,False,True
gcervantes,212,Flip,azul,1,"Los Flip son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",twitter,54,False,False,2025-04-29 09:40:46,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,True,True
juan-carlos15,569,Caimán,verde,5,"Los mejores tenis que he tenido!! Los Caimán son cómodos, bonitos y baratos 👌🔥",tiktok,5,True,False,2022-09-23 03:58:17,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
thinojosa,6632,Panam Alfa,blanco,4,"Muy cómodos los Panam Alfa, me los recomendó mi hermana ✌️ buena compra",tiktok,99,True,False,2022-12-05 19:31:49,positivo,positivo,0.694,2,0,1,0,False,0,1.0,True,False,True
mirandasilvano,50,084 Diamante,verde,3,Muy decepcionada con mis 084 Diamante 💔 esperaba muchísimo más por el precio que pagué 🙄,tiktok,67,True,False,2026-03-05 08:21:28,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,True,True
jospalomino,123,084 Clásico,blanco,3,"Los 084 Clásico están ok, nada del otro mundo 🤷",amazon,29,True,False,2024-12-25 03:23:14,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
eric61,650,Caimán,negro,4,"Cumple lo prometido, los Caimán están bien para el uso diario 👍🏼",twitter,0,True,False,2022-12-01 09:48:22,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
helenamejia,508,Ultra,rosa,3,Cómodos los Ultra pero el color destiñe en 2 lavadas 😕 mitad y mitad,amazon,18,True,False,2023-06-15 23:15:09,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
ibarracarlota,309,084 Clásico,negro,4,"Normales los 084 Clásico, ni bien ni mal 🤷‍♂️",facebook,1,True,False,2023-05-08 01:15:31,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
vjaramillo,5862,084,beige,4,Por fin unos tenis que duran! Los 084 ya tienen 8 meses y siguen como nuevos 💪,tiktok,31,True,True,2023-11-30 10:14:05,positivo,positivo,0.55,0,0,1,0,False,1,1.1,True,False,True
ibarrateresa,18,Urbano,rojo,4,Excelentísimos los Urbano ✨ los uso para correr y son perfectos 🏃‍♂️💨,facebook,67,True,False,2024-05-27 09:40:06,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
corneliocasanova,17,Caimán,blanco,5,"Decentes los Caimán, no son los mejores pero cumplen 🙂",twitter,95,False,True,2025-04-21 05:53:13,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
jaime68,120,Urbano,azul,3,Muy decepcionada con mis Urbano 💔 esperaba muchísimo más por el precio que pagué 🙄,facebook,79,False,True,2023-12-28 11:43:03,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,True,True
lucerobarbara,105,Vaivén,blanco,4,"Los mejores tenis que he tenido!! Los Vaivén son cómodos, bonitos y baratos 👌🔥",facebook,269,True,False,2023-03-23 11:14:03,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
gustavoromo,23,Vaivén,rosa,3,"Los Vaivén cumplen, los uso para diario nomás",facebook,1,False,True,2022-08-25 05:51:54,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
xzelaya,239,Vital,rojo,3,"Normales los Vital, ni bien ni mal 🤷‍♂️",facebook,26,False,True,2024-11-18 07:13:04,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
zterrazas,0,Vaivén,azul,3,"Regulares los Vaivén, esperaba un poquito más pero también un poquito menos",facebook,5,True,False,2023-03-15 21:28:19,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
normabonilla,575,Barracuda,blanco,4,BUENÍSIMOS los Barracuda!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,tiktok,46,True,False,2025-10-25 00:08:15,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
tsuarez,3731,084 Diamante,azul,3,"Regulares los 084 Diamante, esperaba un poquito más pero también un poquito menos",google_reviews,13,False,False,2024-06-03 08:09:23,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
vallefrancisco-javier,2058,084 Clásico,verde,1,"Incomodísimos los 084 Clásico, me lastimaron los pies después de 1 hr 😣",facebook,35,True,False,2021-11-14 04:32:06,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,False,True
minervateran,11405,084 Diamante,rosa,4,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",instagram,150,True,False,2022-08-14 21:19:30,positivo,positivo,0.9,3,0,2,0,False,2,1.2,True,False,True
aldonzasolis,104,Barracuda,gris,1,"Incomodísimos los Barracuda, me lastimaron los pies después de 1 hr 😣",facebook,35,True,False,2025-02-07 01:32:28,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,False,True
floreznancy,33,084,rojo,1,Horrible calidad los 084 😠 ni para regalar #malacompra #panam,amazon,31,True,False,2025-07-03 01:10:36,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
segoviaestefania,10,084 Campeón,azul,5,BUENÍSIMOS los 084 Campeón!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,facebook,16,True,False,2021-10-26 04:01:40,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
gcenteno,8,084 Clásico,rojo,3,Me gustaron los 084 Clásico aunque son un poco apretados al principio 😬 ya cedieron,twitter,47,False,False,2024-11-16 23:49:21,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
dvalle,125,084 Campeón,negro,5,"Muy cómodos los 084 Campeón, me los recomendó mi hermana ✌️ buena compra",twitter,36,False,False,2026-02-05 10:27:37,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
umanzanares,79,084,azul,5,"Muy cómodos los 084, me los recomendó mi hermana ✌️ buena compra",facebook,81,True,True,2021-07-12 22:50:39,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
ahernandez,32,Panam Alfa,blanco,1,PÉSIMOS los Panam Alfa 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,google_reviews,17,True,False,2023-03-14 07:25:14,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,False,True
armentadulce,227,084 Diamante,verde,4,Bonitos los 084 Diamante pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,tiktok,6,False,False,2024-04-10 17:27:20,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
toroclemente,32,Panam Alfa,verde,4,Mejor compra del año!! Los Panam Alfa son una BELLEZA 🔥🔥🔥 #PanamForever,tiktok,103,True,False,2021-12-06 17:57:42,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
saparicio,35,Vital,verde,3,Por fin unos tenis que duran! Los Vital ya tienen 8 meses y siguen como nuevos 💪,twitter,27,False,False,2024-10-27 14:50:59,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
hectorperes,7,Caimán,blanco,5,"Muy cómodos los Caimán, me los recomendó mi hermana ✌️ buena compra",twitter,62,True,True,2024-07-12 17:21:04,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
yrangel,56,084 Clásico,beige,2,BASURA los 084 Clásico 🤮 me lastimaron los pies horrible 👎 nunca más,tiktok,14,False,False,2024-07-16 09:40:58,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,False,False,True
tiradogustavo,199,Urbano,verde,4,"Cumple lo prometido, los Urbano están bien para el uso diario 👍🏼",google_reviews,58,False,False,2024-04-20 19:07:26,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
dominguezmarcela,2,084 Diamante,rojo,4,"AMO mis 084 Diamante 💖 ya pedí otro par en otro color, hermosos",instagram,6,False,False,2024-09-08 12:05:49,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
mateoacosta,35,Barracuda,negro,4,"10/10 los Barracuda ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,3,False,False,2021-07-15 22:47:23,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
frida86,207,084 Diamante,blanco,5,Excelentísimos los 084 Diamante ✨ los uso para correr y son perfectos 🏃‍♂️💨,tiktok,56,True,True,2025-11-13 23:21:58,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
pgodinez,359,Urbano,verde,4,"Yo súper feliz con mis Urbano 🥹 mejor inversión del mes, los recomiendo muchísimo",instagram,0,False,False,2025-04-06 10:13:53,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
jacinto43,998,Caimán,verde,1,Me quedaron grandes los Caimán y la talla era la correcta 😒 mala medición,twitter,64,True,False,2022-04-21 21:49:40,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,True,True
pereapilar,263,Caimán,gris,5,"Yo súper feliz con mis Caimán 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,3,True,False,2021-06-23 22:09:23,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
luisbarrera,138,084 Campeón,rosa,3,Me quedaron grandes los 084 Campeón y la talla era la correcta 😒 mala medición,facebook,17,True,False,2022-03-15 18:55:31,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
ramonofelia,97,Vaivén,rosa,4,Bonitos los Vaivén 👌 buen precio para la calidad,facebook,2,False,False,2021-10-04 13:05:27,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
benjaminpadilla,1865,Vaivén,rojo,5,Excelentísimos los Vaivén ✨ los uso para correr y son perfectos 🏃‍♂️💨,instagram,52,True,False,2025-01-29 02:57:40,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
margaritagamboa,26,Vital,blanco,3,"Los Vital están ok, nada del otro mundo 🤷",facebook,8,True,True,2021-10-28 16:17:38,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
josefinalongoria,1097,084 Clásico,verde,2,Muy decepcionada con mis 084 Clásico 💔 esperaba muchísimo más por el precio que pagué 🙄,google_reviews,29,False,False,2023-05-03 19:52:10,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,False,True
mitzy95,38,Gran Prix,rojo,2,BASURA los Gran Prix 🤮 me lastimaron los pies horrible 👎 nunca más,facebook,97,True,True,2023-05-12 08:21:59,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,False,True,True
hugo83,725,084 Diamante,azul,3,"Normales los 084 Diamante, ni bien ni mal 🤷‍♂️",google_reviews,6,False,False,2024-11-11 04:48:19,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
roberto08,4,Ultra,gris,1,NO LOS COMPREN!! Mis Ultra se despegaron en una semana 😤 estafa total,instagram,58,True,False,2022-11-01 10:23:54,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,True,True
fvaladez,16,084 Campeón,rojo,4,"Buenos los 084 Campeón, me gustaron 👍 cumplen lo prometido",instagram,110,True,False,2021-09-28 23:27:09,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
sofia68,96,084 Campeón,beige,4,"Decentes los 084 Campeón, no son los mejores pero cumplen 🙂",instagram,1,True,False,2024-01-21 14:05:06,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
jparedes,48,Urbano,beige,2,Muy decepcionada con mis Urbano 💔 esperaba muchísimo más por el precio que pagué 🙄,twitter,26,False,False,2023-11-24 00:49:41,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,False,True
wenriquez,97,Vital,blanco,5,Mis Vital son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,46,True,False,2025-12-02 14:21:36,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
oguajardo,140,084 Campeón,rojo,5,"Yo súper feliz con mis 084 Campeón 🥹 mejor inversión del mes, los recomiendo muchísimo",twitter,58,True,False,2023-11-26 16:03:13,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
fridabaeza,259,Panam Alfa,negro,4,Mis Panam Alfa son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,amazon,1,False,True,2026-02-16 14:03:26,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
jpena,62,SuperFaro,rosa,3,Pésima atención y los SuperFaro llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,google_reviews,1,True,True,2025-11-07 22:34:31,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
carolinaguerra,119,084 Campeón,rosa,3,"10/10 los 084 Campeón ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,1,False,False,2023-07-07 13:22:29,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
almaberrios,455,Panam Alfa,beige,1,Horrible calidad los Panam Alfa 😠 ni para regalar #malacompra #panam,facebook,6,False,False,2025-03-03 18:03:27,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
esteban83,82,084 Clásico,rojo,3,Buena calidad los 084 Clásico pero la entrega tardó 3 semanas 😑 ojo con eso,facebook,109,True,False,2021-10-13 10:22:15,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
camila99,119,Gran Prix,azul,1,Horrible calidad los Gran Prix 😠 ni para regalar #malacompra #panam,facebook,24,True,False,2021-09-06 04:24:02,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
escobedonatividad,363,Vaivén,rojo,5,"Súper recomendados los Vaivén, no me los quería quitar 😂❤️",twitter,8,True,False,2026-02-05 14:26:00,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
hermelindafrias,531,Vaivén,blanco,1,"Incomodísimos los Vaivén, me lastimaron los pies después de 1 hr 😣",google_reviews,29,True,False,2024-03-05 19:08:23,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,False,True
aldo33,404,084 Clásico,beige,5,Mis 084 Clásico son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,instagram,10,False,False,2022-05-05 19:15:03,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
sguerra,2,084 Diamante,rosa,4,"Me gustaron los 084 Diamante, cómodos y bonitos para diario 🙂",tiktok,43,True,False,2023-01-31 17:07:36,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
jgrijalva,662,084 Diamante,blanco,5,Por fin unos tenis que duran! Los 084 Diamante ya tienen 8 meses y siguen como nuevos 💪,instagram,49,False,False,2024-01-30 12:52:28,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
caridad78,1342,084 Diamante,rosa,4,"Yo súper feliz con mis 084 Diamante 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,48,True,False,2024-05-26 11:51:20,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
ramiro58,7455,084 Diamante,rojo,4,BUENÍSIMOS los 084 Diamante!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,tiktok,2,True,False,2025-07-29 07:12:13,positivo,positivo,1.0,3,0,4,0,True,2,1.4,True,False,True
zcalvillo,246,Vaivén,negro,5,"10/10 los Vaivén ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,38,False,True,2025-05-03 23:15:52,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
lucas55,378,084 Campeón,gris,4,"Los 084 Campeón cumplen, los uso para diario nomás",instagram,23,True,False,2024-11-12 08:23:32,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
valladaresmartin,514,Flip,gris,5,"AMO mis Flip 💖 ya pedí otro par en otro color, hermosos",amazon,144,False,False,2022-08-02 16:18:27,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
ibarramaria-luisa,70,Panam Alfa,rojo,5,Excelentísimos los Panam Alfa ✨ los uso para correr y son perfectos 🏃‍♂️💨,amazon,198,True,False,2026-04-24 20:05:46,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
jlucero,4,RL15,rosa,5,Mis RL15 son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,instagram,16,True,False,2023-01-05 20:38:28,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
maximiliano69,1851,Barracuda,beige,5,MARAVILLOSOS los Barracuda 😍 como caminar en nubes ☁️☁️ los amo,twitter,24,False,False,2023-06-08 18:28:45,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
purbina,1226,Panam Alfa,blanco,1,"Los Panam Alfa son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,197,True,False,2024-03-20 02:08:19,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,True,True
irene77,231,Gran Prix,negro,4,"Me gustaron los Gran Prix, cómodos y bonitos para diario 🙂",tiktok,72,False,False,2022-10-10 23:55:52,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
jonas28,100,Perestroika,negro,3,Terrible experiencia con los Perestroika 💔 mala calidad y peor servicio al cliente 😡,amazon,96,True,False,2025-07-01 11:01:31,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,True,True
mariabahena,109,Gran Prix,rosa,5,Increíbles!! Los Gran Prix se ven y se sienten premium 🔝🔥 vale cada peso,instagram,111,False,False,2025-10-20 03:38:55,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
benavidezwendolin,486,RL15,beige,4,"Buenos los RL15, me gustaron 👍 cumplen lo prometido",facebook,49,True,False,2021-10-04 01:01:00,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
pazhernan,0,084,gris,2,Me gustaron los 084 aunque son un poco apretados al principio 😬 ya cedieron,amazon,32,True,True,2023-04-25 08:26:45,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
coronaadan,31,Ultra,rojo,2,PÉSIMOS los Ultra 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,tiktok,17,False,False,2023-03-16 20:26:31,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,False,True
dnino,334,Flip,gris,5,"Súper recomendados los Flip, no me los quería quitar 😂❤️",google_reviews,16,True,False,2025-06-15 13:50:04,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
aaleman,998,Perestroika,beige,5,Me encantaron mis Perestroika 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,amazon,17,True,False,2025-11-14 20:09:37,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
balcala,414,Ultra,gris,5,Excelentísimos los Ultra ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,89,False,False,2025-11-06 03:45:43,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
magdalena40,735,084 Campeón,rosa,2,NO LOS COMPREN!! Mis 084 Campeón se despegaron en una semana 😤 estafa total,twitter,53,True,False,2025-08-13 15:27:45,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,True,True
